Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Texas,Garland,CK Tech Store,2,Toshiba,Dynabook,HDD,Scott,Mayer,598-637-8491,claudiasosa@example.org,Amanda Brown,New Sales,Cash,Low,Offline,320,10523,12523,2023-10-14,N/A,0,4GB,801,0,914,11140,1TB
Africa,Tanzania,Rukwa,GH PC Shop,8,Asus,ZenBook Flip S UX371,SSD,Jessica,Lewis,001-872-406-5755,todd29@example.org,Corey Rasmussen,Returns,Bank Transfer,High,Offline,487,29700,33143,2024-01-29,N/A,0,4GB,527,0,343,29862,1TB
North America,California,Chula Vista,GH PC Shop,10,Microsoft,Surface Pro,SSD,John,Rogers,001-236-892-2847,uvelazquez@example.com,Sean Rodriguez,Returns,Bank Transfer,Low,Online,471,20716,23352,2021-09-14,2021-09-26,0,4GB,813,0,486,21763,500GB
North America,California,Glendale,Jacks Hardware,5,Lenovo,ThinkPad P15s,HDD,Michelle,Cross,(208)112-6002x9537,melissa30@example.org,Amber Montgomery,Second-hand Sales,Cash,High,Online,915,14750,17712,2022-06-05,2022-06-28,0,4GB,486,0,125,17186,1TB
North America,California,Sacramento,DEF Machines,7,MSI,P65 Creator,SSD,Shannon,Carr,+1-909-185-4439x690,shawn80@example.org,Ryan Bradley,Repairs,Bank Transfer,High,Online,543,12106,15152,2022-01-13,2022-02-11,0,4GB,684,3275,367,12863,1TB
Africa,Tanzania,Dodoma,CK Tech Store,10,Toshiba,Satellite,SSD,Rebecca,Kim,001-034-859-0871x3867,donna78@example.net,Aaron Taylor,Repairs,Cash,Low,Online,534,19180,21997,2022-03-08,2022-03-24,0,8GB,750,2962,576,21465,256GB
Africa,Morocco,Settat,KyaSand Tech Gadgets,4,Dell,Chromebook,HDD,Laura,Sullivan,849.625.1084x064,walter31@example.net,Kelly Mitchell,Returns,Bank Transfer,High,Offline,305,11855,14764,2023-08-25,N/A,0,8GB,620,0,567,12551,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",ABC Computers,9,Dell,Latitude,SSD,Daniel,Lewis,551-096-8566,fhicks@example.net,Steven Walls,New Sales,Cash,Medium,Offline,24,6657,10194,2023-10-03,N/A,0,2GB,512,0,208,9358,500GB
Africa,Morocco,Fahs Anjra,Western International PCs,3,Toshiba,Tecra,HDD,Marissa,Ferrell,289-597-4869x5192,brockgregory@example.net,Brian Johnson,New Sales,Finance,High,Offline,323,25497,29735,2021-05-20,N/A,45231,16GB,576,0,61,27374,1TB
Africa,Nigeria,Kwara,S & A Computer Place,5,MSI,GS75 Stealth,SSD,George,Miller,424.103.0581x04914,xtrujillo@example.com,Randy Dillon,Second-hand Sales,Bank Transfer,Low,Online,307,2942,6135,2021-08-19,2021-09-18,0,16GB,695,0,210,4262,500GB
Africa,Angola,Lunda Norte,Ricks Computers,8,Acer,Swift 3,SSD,Deanna,Figueroa,661.430.0199x7377,jessicaweber@example.com,Brian Clarke,Returns,Cash,Medium,Online,170,15750,19507,2023-04-26,2023-05-18,0,8GB,743,0,720,17039,500GB
North America,New York,Newburgh,Benjis Tech,8,Lenovo,ThinkCentre M920 Tiny,HDD,Heather,Schmitt,001-095-248-6121x94544,williamsaaron@example.com,Gabrielle Patterson,Returns,Bank Transfer,Low,Online,849,15482,17890,2022-12-25,2023-01-15,0,8GB,691,0,918,17856,500GB
North America,North Carolina,Cary,Frankies Hardware and Software,5,Dell,Precision,HDD,Nicole,Davis,107-651-1869x3549,ramireztroy@example.org,Brady Walton,Returns,Finance,Low,Offline,717,17617,21779,2023-11-27,N/A,30741,2GB,637,0,86,20201,1TB
Africa,Tanzania,Njombe,ABC Computers,4,Lenovo,IdeaCentre AIO 3,SSD,Gabriel,Shaw,(793)782-0380x0097,wbrennan@example.net,Aaron Taylor,Returns,Finance,High,Offline,41,23082,27212,2022-07-09,N/A,36394,4GB,406,0,309,25728,500GB
North America,New York,Freeport,A & A PCs,2,Asus,ZenBook Flip S UX371,HDD,Anna,Ball,001-856-177-0139x64812,stevemartin@example.net,Janet Hall,New Sales,Bank Transfer,Medium,Online,378,21668,25061,2023-07-04,2023-07-17,0,4GB,841,0,888,23196,500GB
North America,Florida,Miami Beach,Jacks Hardware,5,Samsung,Galaxy Book S,SSD,Scott,Hernandez,894-704-9166x34283,perezvictoria@example.com,Raymond Larson,Repairs,Bank Transfer,High,Online,362,20856,24436,2023-03-03,2023-03-19,0,8GB,803,2259,897,24415,500GB
North America,Illinois,Palatine,Greens Laptops and PCs,5,MSI,Alpha 15,HDD,Carrie,Vincent,908-472-9649x98659,woodwardchristine@example.org,Amanda Mitchell,Second-hand Sales,Finance,Low,Online,157,21399,26132,2022-11-28,2022-12-18,1034,16GB,830,0,925,24445,1TB
North America,Michigan,Muskegon,LJ Computers,2,MSI,GF63 Thin,SSD,Savannah,Braun,001-829-439-7691x64753,annamurphy@example.net,Tiffany Velez,Repairs,Cash,Low,Online,505,9041,13430,2023-02-03,2023-03-02,0,2GB,830,2294,661,12854,256GB
North America,Illinois,Arlington Heights,Jacks Hardware,9,Acer,Aspire 7,HDD,Melissa,Thompson,001-103-246-8729x57598,clinefrancisco@example.net,Ashley Jones,New Sales,Finance,Medium,Offline,236,13710,18017,2022-09-02,N/A,28895,2GB,442,0,866,16180,500GB
Africa,Nigeria,Oyo,KyaSand Tech Gadgets,4,Acer,ConceptD 5,HDD,Kristina,Cruz,804-439-8115x9265,jaredsmith@example.org,Diana Waters,Returns,Cash,Medium,Online,484,8263,13237,2023-12-07,2023-12-12,0,16GB,691,0,345,12932,500GB
Africa,Kenya,Nyeri,A & A PCs,6,Microsoft,Surface Hub,SSD,William,Reynolds,001-144-631-1220x6650,amymoore@example.com,Amy Johnson,New Sales,Finance,Low,Online,984,23230,26574,2024-01-08,2024-01-16,15955,8GB,733,0,524,25898,1TB
North America,California,Anaheim,Benjis Tech,6,Microsoft,Surface Hub,SSD,Kyle,Scott,001-060-774-4571x4555,shannonrobertson@example.org,Alyssa Martinez,Repairs,Finance,Medium,Offline,274,6792,9943,2022-07-14,N/A,3170,8GB,819,4578,429,7263,256GB
North America,Georgia,Rome,LJ Computers,7,Acer,Aspire 5,HDD,Kari,Gordon,(152)187-7604,ninawatkins@example.com,Kimberly Smith,Returns,Finance,High,Offline,732,29085,33797,2023-10-02,N/A,26000,2GB,513,0,195,31976,500GB
Africa,Botswana,Central,Ricks Computers,9,Dell,XPS,SSD,Todd,Duncan,402-900-3000,bdixon@example.net,Karen Hale,Repairs,Finance,Low,Online,626,9636,12258,2023-05-05,2023-05-18,9522,4GB,594,4964,902,10487,1TB
North America,Ohio,Dublin,LJ Computers,9,Samsung,Notebook 5,HDD,Jimmy,Gomez,001-288-080-6495,samantha83@example.com,Eric James,Returns,Cash,High,Offline,840,22686,26425,2022-11-19,N/A,0,16GB,837,0,703,23610,256GB
Africa,Tanzania,Mwanza,ABC Computers,8,Acer,ConceptD 5,SSD,Jessica,Simpson,109-293-0441,bryanwilkins@example.net,Dawn Perkins,New Sales,Cash,Low,Online,141,16075,19385,2022-02-23,2022-03-25,0,8GB,470,0,835,19354,1TB
North America,Florida,Plantation,Greens Laptops and PCs,2,Dell,Chromebook,HDD,John,Taylor,(886)489-7144,hmarshall@example.com,Alexis Murray,Second-hand Sales,Finance,Medium,Online,103,25755,28856,2023-02-14,2023-02-19,9086,2GB,445,0,754,27970,1TB
North America,Michigan,Bay City,Western International PCs,10,Apple,Apple iMac,SSD,David,Henderson,646-827-4080,nathan19@example.org,Kevin Padilla,Returns,Finance,Low,Online,921,6319,10329,2023-09-30,2023-10-22,20157,4GB,411,0,435,7242,1TB
Africa,Ghana,Northern,KyaSand Tech Gadgets,4,Dell,Inspiron,HDD,Lauren,Houston,(586)148-4251x50602,terrymargaret@example.net,Troy Howell,Repairs,Bank Transfer,Medium,Online,43,10289,15264,2021-03-16,2021-04-01,0,16GB,445,3602,446,10462,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",LJ Computers,6,Toshiba,Satellite,SSD,Gregory,Rios,(238)988-9933x088,patrick40@example.org,Joseph Good,Second-hand Sales,Bank Transfer,Low,Offline,758,12269,15176,2023-05-10,N/A,0,16GB,458,0,766,12745,256GB
North America,Michigan,Midland,Mini Tech,2,Lenovo,ThinkCentre M920 Tiny,HDD,Brittany,Gill,813.207.4043x63909,heidicampbell@example.org,Elizabeth Martinez,New Sales,Cash,Low,Offline,245,11193,15830,2021-09-04,N/A,0,2GB,425,0,184,14795,256GB
North America,New York,Freeport,A & A PCs,4,Samsung,Notebook 9 Pen,SSD,Megan,Howard,765.361.5420,campbelljames@example.com,Alan Newman,New Sales,Cash,Medium,Online,241,18278,22475,2022-12-19,2023-01-13,0,8GB,525,0,517,19263,500GB
Africa,Ethiopia,Amhara,Frankies Hardware and Software,10,HP,Elitebook,HDD,James,Chase,083.601.5671x4111,lisachavez@example.com,Joseph Good,Returns,Cash,Low,Offline,933,29545,34222,2023-01-24,N/A,0,2GB,429,0,513,30397,1TB
North America,Florida,Coral Springs,A & A PCs,9,Lenovo,ThinkCentre M920 Tiny,HDD,Gary,Harrison,692.019.5330x369,fleminglucas@example.net,Richard Patterson,Second-hand Sales,Finance,High,Offline,58,20092,22219,2021-07-04,N/A,24835,4GB,525,0,32,20359,1TB
North America,California,Stockton,Greens Laptops and PCs,8,Microsoft,Surface Laptop,SSD,Alexis,Watkins,002.082.4116x397,bobby66@example.org,Amber Montgomery,Returns,Bank Transfer,High,Offline,986,3708,6105,2023-02-23,N/A,0,8GB,578,0,706,5477,500GB
North America,Illinois,Champaign,Jacks Hardware,6,Dell,Venue,HDD,Mary,Mcneil,740.443.8636x7258,frostchris@example.com,Daniel Serrano,Returns,Cash,High,Offline,688,16313,21172,2022-05-23,N/A,0,8GB,726,0,985,20072,256GB
Africa,South Africa,Mpumalanga,Mini Tech,4,Acer,Swift 3,SSD,Laurie,Foster,+1-497-149-2073,richard22@example.com,Jonathan Huang,Second-hand Sales,Cash,High,Offline,106,7762,9876,2022-02-18,N/A,0,16GB,431,0,387,8767,1TB
Africa,Ethiopia,Benishangul-Gumuz,Frankies Hardware and Software,10,Asus,TUF Gaming A15,HDD,Stephen,Diaz,+1-127-631-8064x054,april23@example.org,Samuel Hurst,Returns,Finance,Medium,Offline,280,13855,17364,2023-01-05,N/A,33996,2GB,732,0,1000,16572,500GB
Africa,Morocco,Sidi Kacem,KyaSand Tech Gadgets,2,Toshiba,Dynabook,HDD,Scott,Houston,056-825-9635,caitlinaustin@example.net,Emma Scott,Returns,Cash,High,Offline,374,12827,16212,2021-07-12,N/A,0,16GB,771,0,752,15079,500GB
Africa,Nigeria,Sokoto,Western International PCs,8,Apple,Apple Macintosh Classic,SSD,David,Hunter,159-467-4100x36256,mtrevino@example.net,Mary Shaw,New Sales,Bank Transfer,High,Online,840,6270,10448,2021-10-20,2021-11-19,0,2GB,847,0,936,9578,500GB
Africa,Nigeria,Ogun,S & A Computer Place,10,HP,Stream,HDD,Alexander,Gutierrez,+1-000-869-4829,lawrencechelsea@example.org,Jennifer Wolf,Returns,Cash,Low,Offline,359,28793,32048,2023-02-21,N/A,0,8GB,842,0,805,29283,1TB
Africa,Egypt,Cairo,GH PC Shop,9,Microsoft,Surface Duo,SSD,Tyler,Reeves,904-080-7454,alison00@example.org,Evan Scott,Returns,Bank Transfer,High,Online,732,9190,12444,2021-08-22,2021-09-10,0,8GB,800,0,357,9922,1TB
Africa,Egypt,Monufia,LJ Computers,4,MSI,GF63 Thin,HDD,Thomas,Mora,001-294-372-3031,lisa71@example.org,Jeffrey Nelson,Repairs,Finance,Low,Online,809,6563,8573,2022-04-18,2022-04-29,36271,2GB,577,2589,822,6946,1TB
Africa,Tanzania,Katavi,Ricks Computers,5,Lenovo,IdeaPad Flex 5,HDD,Debra,Johnston,+1-982-771-9801x997,beckerjason@example.net,Mary Fisher,Returns,Cash,Low,Offline,807,11087,14578,2023-10-11,N/A,0,16GB,489,0,575,12071,1TB
North America,Georgia,Douglasville,LJ Computers,9,Apple,Apple MacBook Air,HDD,Brittney,Davis,001-780-778-0036x858,dustin80@example.org,Chris Jones,Returns,Bank Transfer,Low,Offline,33,28384,31271,2021-06-01,N/A,0,16GB,649,0,54,30931,256GB
North America,New York,Long Beach,XYZ Tech,10,Dell,Chromebook,SSD,Ricardo,Young,(808)011-4029x826,alexandra37@example.net,Sean Guerrero,Returns,Cash,High,Offline,585,3588,8403,2022-02-04,N/A,0,16GB,606,0,776,4444,256GB
North America,Illinois,Champaign,Frankies Hardware and Software,2,Microsoft,Surface Hub,HDD,Steven,Hines,+1-254-171-2149,petersenconnor@example.org,Kathleen Robinson,Returns,Bank Transfer,High,Offline,35,5012,9638,2021-07-28,N/A,0,8GB,765,0,289,8108,500GB
North America,Illinois,Schaumburg,GH PC Shop,2,Toshiba,Satellite,SSD,Mark,Dawson,(783)004-6642x570,moorejulie@example.com,Curtis Tucker,Returns,Cash,Low,Offline,995,15434,18232,2024-02-13,N/A,0,4GB,482,0,118,16990,256GB
Africa,Tanzania,Mara,A & A PCs,7,Lenovo,ThinkPad T14,SSD,Micheal,Jones,864-289-3397x0830,robertsjoseph@example.com,Mitchell Atkins,New Sales,Cash,Medium,Offline,114,24692,27423,2023-12-24,N/A,0,16GB,572,0,174,25734,500GB
Africa,Kenya,Homa Bay,LJ Computers,7,Microsoft,Surface Go,HDD,Jennifer,Craig,104-042-2306,olopez@example.org,Christopher Santos,Returns,Bank Transfer,High,Offline,237,21703,26697,2021-07-20,N/A,0,4GB,573,0,881,23274,500GB
North America,North Carolina,Durham,A & A PCs,9,Apple,Apple MacBook Air,HDD,Phillip,Miller,485.110.7432x092,tuckermartin@example.org,Morgan Moore,Second-hand Sales,Cash,Medium,Offline,388,25819,28039,2021-11-15,N/A,0,4GB,441,0,529,27573,500GB
Africa,Nigeria,Ekiti,Greens Laptops and PCs,6,Samsung,Notebook Odyssey,HDD,Kent,Wells,001-337-031-6831x73207,pthomas@example.org,Lisa Morgan,Repairs,Cash,Low,Offline,944,16562,20684,2022-01-07,N/A,0,16GB,567,4665,745,18602,256GB
North America,Texas,Denton,ABC Computers,4,Samsung,Notebook 9 Pen,SSD,Matthew,Beck,057-248-1170x1975,fsanford@example.net,Laurie Wright,Repairs,Bank Transfer,Medium,Offline,834,20441,25043,2022-02-16,N/A,0,8GB,523,4566,19,22665,1TB
North America,North Carolina,Cary,Frankies Hardware and Software,1,Apple,Apple MacBook Pro,HDD,Donna,Parker,6930394879,cdaniels@example.com,Catherine Cuevas,Repairs,Finance,Medium,Offline,720,21666,25723,2022-04-02,N/A,15406,16GB,819,3185,99,25495,500GB
Africa,Morocco,Oued Ed-Dahab,DEF Machines,2,HP,ZBook,SSD,Melissa,Grimes,250-646-6774x986,lawrencekatie@example.net,Justin Kemp,Second-hand Sales,Bank Transfer,High,Offline,536,14566,16656,2022-05-10,N/A,0,8GB,589,0,916,16177,500GB
Africa,Botswana,Ghanzi,A & A PCs,2,Samsung,Notebook 9 Pen,SSD,Tyler,Herman,185.066.0677,robert03@example.net,Madison Davis,Returns,Finance,High,Online,285,4188,8549,2023-03-22,2023-03-30,48504,16GB,816,0,409,5936,500GB
Africa,Botswana,North-East,LJ Computers,3,Samsung,Notebook Odyssey,SSD,Margaret,Mason,069-977-3410x12027,wadams@example.org,Madison Davis,Second-hand Sales,Finance,Low,Offline,223,25741,28612,2021-07-14,N/A,13819,8GB,761,0,365,26461,256GB
North America,Florida,St. Petersburg,ABC Computers,7,MSI,Alpha 15,HDD,James,Edwards,70814365,jennifer90@example.net,Rachel Rowe,Repairs,Cash,Medium,Offline,804,16083,20518,2021-07-05,N/A,0,16GB,683,1069,920,18188,1TB
North America,Texas,Austin,CK Tech Store,2,Toshiba,Qosmio,HDD,Tasha,Brown,001-921-876-7314x07552,katherine04@example.org,Lauren Morales,Second-hand Sales,Bank Transfer,Low,Offline,953,26502,29015,2022-07-31,N/A,0,4GB,439,0,967,27256,1TB
Africa,Morocco,Essaouira,Benjis Tech,9,HP,Omen,SSD,Larry,Castro,772.625.4652x122,rogersstephanie@example.net,Amy Owens,New Sales,Cash,Low,Online,286,13518,15980,2021-12-30,2022-01-02,0,2GB,543,0,354,14733,1TB
North America,New York,Mount Vernon,A & A PCs,5,Dell,Precision,HDD,Joseph,Lara,607-190-2742x369,becky53@example.org,Natalie Jimenez,Repairs,Bank Transfer,High,Online,119,8130,12556,2023-04-30,2023-05-26,0,16GB,481,1484,325,8683,500GB
Africa,Angola,Luanda,Jacks Hardware,10,HP,Chromebook,HDD,Sharon,Payne,476-339-4976x495,ericrice@example.org,James Thornton,Repairs,Bank Transfer,Low,Offline,792,26125,30664,2023-05-30,N/A,0,8GB,520,3431,402,27006,256GB
Africa,Egypt,Dakahlia,XYZ Tech,8,Acer,Aspire 7,HDD,Wendy,Bradley,+1-334-812-1238,fboone@example.org,Jacob Hudson,Repairs,Bank Transfer,High,Offline,233,15467,18772,2022-10-01,N/A,0,8GB,470,2262,44,17134,1TB
North America,New York,Albany,LJ Computers,2,Acer,Chromebook Spin 311,HDD,Jeremy,Blevins,816.534.0527,cmartinez@example.net,Alan Newman,New Sales,Cash,Low,Online,469,26398,30535,2022-05-06,2022-05-22,0,16GB,789,0,50,28078,256GB
Africa,Egypt,Cairo,Western International PCs,3,Microsoft,Surface Studio,SSD,Christopher,Sullivan,303.340.1962x9399,lauracantu@example.com,Kelly Christian,New Sales,Bank Transfer,Medium,Offline,568,8383,11314,2022-11-07,N/A,0,8GB,422,0,14,10598,1TB
North America,New York,Long Island City,Mini Tech,8,Asus,TUF Gaming A15,HDD,Julia,Avila,690.721.5747x9402,tammy90@example.com,Kelsey Olson,Returns,Finance,Medium,Offline,722,13114,17652,2024-01-22,N/A,19848,4GB,717,0,272,15122,256GB
Africa,Tanzania,Ruvuma,GH PC Shop,2,Dell,OptiPlex,HDD,Michael,Wells,586-657-4939,william70@example.net,David Osborn,New Sales,Cash,High,Offline,161,14912,19440,2021-06-15,N/A,0,16GB,521,0,373,15963,256GB
Africa,South Africa,Eastern Cape,Jacks Hardware,8,Samsung,Notebook Odyssey,HDD,Corey,Moore,647.660.6061x570,mccarthyalexander@example.net,Patricia Jones,New Sales,Bank Transfer,Low,Online,688,4192,6750,2022-07-04,2022-08-03,0,16GB,445,0,273,5022,256GB
Africa,Kenya,Kwale,Greens Laptops and PCs,6,Lenovo,ThinkPad X1 Carbon,HDD,Christy,White,(510)687-6967x34231,oliviablankenship@example.net,Danielle Cole,Returns,Cash,Medium,Offline,158,8669,11625,2022-04-10,N/A,0,16GB,423,0,532,10714,1TB
North America,California,Oceanside,A & A PCs,7,Samsung,Notebook 9,HDD,William,Beck,8853088484,danielmack@example.com,Joy Holt,Repairs,Finance,Low,Offline,590,7080,10448,2023-05-09,N/A,19077,8GB,820,4886,230,7867,500GB
Africa,Nigeria,Osun,KyaSand Tech Gadgets,9,MSI,GL65 Leopard,HDD,Anna,Johnson,520-310-0292x0889,bmorrison@example.org,Lisa Morgan,Second-hand Sales,Bank Transfer,Low,Offline,256,16927,19558,2022-04-03,N/A,0,4GB,822,0,169,18287,500GB
North America,Michigan,Warren,S & A Computer Place,2,MSI,GL65 Leopard,HDD,Ariel,Tucker,496.730.8834x4243,brooksmargaret@example.com,Casey Dunn,Second-hand Sales,Bank Transfer,Low,Online,359,27833,30170,2022-06-01,2022-06-21,0,8GB,788,0,584,29276,1TB
North America,New York,Valley Stream,CK Tech Store,2,HP,Chromebook,SSD,Theresa,Benton,+1-686-699-1170,vmiller@example.com,Jake Lee,Repairs,Bank Transfer,Medium,Online,251,18956,22332,2022-09-06,2022-09-26,0,2GB,653,3006,84,20762,256GB
Africa,Nigeria,Enugu,A & A PCs,1,MSI,Alpha 15,HDD,Janet,Evans,193-438-2485x98764,fjensen@example.com,Pamela Morgan,Second-hand Sales,Bank Transfer,Medium,Offline,254,27195,31706,2022-07-30,N/A,0,2GB,759,0,573,27844,1TB
North America,North Carolina,Cary,Mini Tech,2,Lenovo,ThinkCentre M920 Tiny,HDD,Jerry,Torres,+1-831-959-6085x23598,xlawrence@example.com,Craig Wheeler,Repairs,Finance,Medium,Offline,851,17254,22236,2024-02-13,N/A,30289,2GB,822,1951,751,20304,256GB
North America,Georgia,Savannah,ABC Computers,6,Toshiba,Tecra,HDD,Kim,Rubio,612.752.4399,martinbrenda@example.org,Kimberly Smith,Repairs,Bank Transfer,High,Online,304,17236,20826,2021-09-17,2021-09-19,0,2GB,728,4202,931,17603,500GB
North America,Illinois,Champaign,GHI Machines,7,Lenovo,ThinkPad X1 Yoga,HDD,Lisa,Scott,(914)869-3606x928,samanthadoyle@example.org,Amanda Mitchell,New Sales,Finance,Low,Offline,994,23928,26797,2021-07-16,N/A,48451,16GB,686,0,521,25044,1TB
Africa,Kenya,Makueni,S & A Computer Place,6,Samsung,Notebook 9 Pen,SSD,Ricky,Freeman,570-164-2672x957,johnroberts@example.org,Christopher Santos,Second-hand Sales,Bank Transfer,High,Offline,773,4293,7094,2021-11-07,N/A,0,4GB,699,0,107,4936,1TB
Africa,Ghana,Greater Accra,CK Tech Store,9,HP,ZBook,SSD,Robert,Marquez,573-107-5805x4621,jessicalee@example.com,Diana Ashley MD,Second-hand Sales,Cash,Medium,Offline,450,19328,23489,2022-02-11,N/A,0,8GB,518,0,87,23289,500GB
North America,New York,Valley Stream,XYZ Tech,3,Samsung,Notebook 7 Spin,SSD,Joy,Stark,001-448-580-6089x3320,cnewton@example.com,Janet Hall,Returns,Bank Transfer,High,Offline,892,7031,9792,2022-08-23,N/A,0,4GB,517,0,570,8047,1TB
Africa,Morocco,Berkane,Jacks Hardware,10,Toshiba,Chromebook,HDD,Jason,Diaz,(481)442-3129x810,ihorton@example.net,Amy Owens,Repairs,Bank Transfer,Low,Offline,302,5694,10002,2023-05-15,N/A,0,4GB,766,1376,336,6286,256GB
Africa,Kenya,Nyandarua,A & A PCs,8,Lenovo,ThinkPad X1 Carbon,HDD,Wayne,Moore,001-841-430-2210x872,jennifermcdonald@example.com,Cassandra Mcmillan,Returns,Cash,Medium,Offline,215,25161,30135,2021-11-30,N/A,0,2GB,769,0,787,25457,500GB
Africa,Botswana,Southern,ABC Computers,4,MSI,GS66 Stealth,HDD,Brandon,Owen,(342)562-8853,anneknight@example.com,Madison Davis,Second-hand Sales,Finance,Medium,Offline,447,4414,7119,2023-10-31,N/A,12353,16GB,708,0,400,4754,500GB
Africa,South Africa,Free State,Ricks Computers,1,MSI,GF63 Thin,SSD,Jessica,Murphy,+1-836-923-3355x1684,brodriguez@example.net,Daniel Lane,Returns,Cash,High,Offline,854,24494,28071,2021-07-25,N/A,0,8GB,824,0,372,26793,1TB
North America,California,Santa Ana,ABC Computers,9,Dell,Alienware,SSD,Victor,Warren,001-003-160-2959,penningtonwilliam@example.com,Rachel Mitchell,Returns,Finance,Medium,Online,611,27492,32396,2023-06-01,2023-06-30,17047,16GB,699,0,537,29055,500GB
North America,New York,Glen Cove,XYZ Tech,5,MSI,GP65 Leopard,SSD,Cynthia,Martinez,367-191-1001x231,brian43@example.org,John Lee,New Sales,Bank Transfer,Low,Offline,944,24421,27375,2021-05-05,N/A,0,16GB,744,0,641,25327,1TB
North America,Michigan,Ann Arbor,CK Tech Store,10,Dell,OptiPlex,HDD,Tracy,Hopkins,738.473.3350,udaniels@example.org,Casey Dunn,Second-hand Sales,Cash,Low,Offline,858,25264,28002,2022-07-08,N/A,0,4GB,793,0,138,25760,1TB
Africa,Ethiopia,Dire Dawa,Greens Laptops and PCs,4,Microsoft,Surface Neo,HDD,Michelle,Smith,(137)021-8398,xyoung@example.com,Christopher Nicholson,New Sales,Cash,Low,Online,505,20524,24392,2023-05-08,2023-05-28,0,8GB,560,0,11,21513,1TB
North America,Illinois,Decatur,KyaSand Tech Gadgets,5,MSI,Alpha 15,SSD,John,Hamilton,045-498-4363x3416,thomasjessica@example.com,Amanda Mitchell,Returns,Finance,Low,Online,349,11748,15864,2023-10-20,2023-10-23,38496,16GB,663,0,548,11783,1TB
North America,Ohio,Middletown,KyaSand Tech Gadgets,4,MSI,Alpha 15,HDD,Anthony,Spencer,+1-052-922-2859x912,kathleen59@example.net,Max Mccann,Repairs,Cash,High,Online,12,25107,29300,2021-07-07,2021-07-08,0,2GB,541,1815,920,25985,1TB
North America,Pennsylvania,Pittsburgh,CK Tech Store,3,Lenovo,ThinkPad X1 Yoga,SSD,Bonnie,Mendoza,978-633-6442x204,iclark@example.net,Michael Chan,Repairs,Bank Transfer,Medium,Offline,544,28862,33628,2021-10-06,N/A,0,4GB,717,1571,738,28865,256GB
Africa,South Africa,Free State,XYZ Tech,9,HP,Stream,HDD,Joseph,Rodriguez,762.993.9402x603,obenjamin@example.net,Mark Landry,New Sales,Finance,High,Online,381,18234,21137,2022-09-25,2022-10-02,8764,16GB,436,0,743,18505,500GB
North America,Michigan,Westland,ABC Computers,1,Lenovo,IdeaCentre AIO 3,SSD,Joshua,Herrera,+1-755-358-0466x1398,michaellewis@example.org,Tiffany Velez,Returns,Finance,High,Online,597,21086,23869,2023-03-19,2023-04-14,3401,8GB,407,0,13,21269,256GB
